OPENADMET_LOGAC50_cyp2j2,OPENADMET_LOGAC50_cyp3a4,OPENADMET_LOGAC50_cyp1a2,OPENADMET_LOGAC50_pxr,OPENADMET_LOGAC50_cyp2d6,OPENADMET_LOGAC50_cyp2c9,OPENADMET_LOGAC50_ahr
,,4.95,,,,
,5.45,5.95,,,5.7,
,4.4,,,,,
,,5.13,,5.1,5.05,
,6.7,,,,,
,,,,,7.4,
,5.8,4.8,,5.7,6.2,
,,,4.19,,,5.25
,,,,5.64,,
,,,6.3,,,
,4.9,4.8,,,5.1,
,4.9,4.9,,,5.0,
,5.4,,,,5.4,
,,5.3,,,4.6,
,5.17,,,,,
,4.65,4.85,,,,
,5.0,4.9,,4.4,4.5,
,5.96,,,,,
,,4.6,,,,
,,,,,5.3,
,,6.87,,,,
,,,6.0,,6.0,
,4.5,6.7,,6.8,,
,,,,5.05,,
,5.8,,,5.4,5.7,
,5.3,,,,,
,5.68,6.3,,,6.0,
,,,,6.4,,
,5.09,,,,,
,4.8,4.4,,,,
,,5.0,,,,
,,4.5,,,,
,,,,4.67,4.05,
,4.6,,,,,
,4.8,5.3,,,4.85,
,7.52,,,,,
,,,,,5.7,
,,5.3,,,,
,4.8,6.0,,,4.8,
,,,,5.29,,
,,6.3,,,,
,4.8,4.75,,4.35,,
,,,,,5.55,
,,,,5.89,,
,,,,4.8,,
,,,,4.4,,
,,,4.69,,,
,4.58,,,,,
,4.92,,,,,
,5.42,,,,,
,5.1,4.8,,4.4,4.9,
,4.85,4.5,,,5.95,
,6.0,6.2,,4.6,,
,,6.1,,,,
,4.9,,,,,
,5.0,5.7,,,4.5,
,5.25,5.65,,6.8,5.5,
,,4.78,,,,
,5.400000000000001,,,,,
,4.5,,,,,
,4.6,4.7,,4.4,5.3,
,4.8,,,,,
,4.5175,4.19,,4.18,4.615,
,,,,5.66,,
,5.14,,,,,
,,5.5,,,,
,,5.3,,,,
,,,7.26,,,
,,6.4,,4.95,4.8,
,5.3,4.85,,,5.3,
,5.02,,,,,
,6.685,,,,,
,6.0,5.66,,,5.75,
,,,4.8,,,
,,5.5,,,5.4,
,6.37,,,,,
,5.85,,,4.65,4.4,
,4.8,4.8,,,4.85,
,4.85,4.95,,5.0,5.3,
,5.8,,,,5.5,
,,4.5,,4.9,,
,,,,5.58,,
,5.4,,,,,
,,,5.053333333333334,,,
,4.75,,,,,
,4.859999999999999,,,,4.755000000000001,
,5.9,,,,,
,,,,6.66,,
,4.96,,,5.92,,
,5.3,,,,,
,,5.1,,,,
,4.9,4.95,,,,
,5.400000000000001,,,,5.6,
,6.06,,,,,
,6.4,,,4.7,,
,4.34,,,,,
,,6.05,,,4.55,
,5.400000000000001,5.8,,,,
,4.7,,,,,
,,5.5,,,6.6,
,5.08,4.9,,4.6,5.5,
,4.6,,,,,
,6.0,5.0,,,,
,,6.2,,,,
,6.0,,,,,
,6.7,,,,,
,5.65,5.5,,4.75,4.55,
,,,,5.57,,
,5.3,4.9,,4.8,5.3,
,5.2,,,,4.9,
,,,,5.4,,
,6.375,,,4.02,,
,,,,,4.5,
,,,,4.7,,
,5.3,,,5.5,,
,,5.2,,,,
,5.7,,,,,
,5.15,5.25,,4.7,5.95,
,,,,4.9,,
,5.21,,,4.61,,
,5.900000000000001,4.8,,5.0,5.8,
,5.55,5.6,,,,
,5.5,,,5.5,,
,5.5,6.7,,,6.4,
,4.9,4.8,,4.4,5.0,
,4.96,,,4.85,5.04,
,5.71,5.08,,5.41,5.095000000000001,
,,4.9,,6.0,,
,4.6,4.9,,,,
,4.65,4.8,,,4.4,
,4.6,5.45,,5.2,4.5,
,5.5,5.4,,4.7,6.1,
,5.11,5.02,5.85,4.75,5.57,
,,5.9,,,5.1,
,,5.15,,,5.25,
,,,,4.89,,
,5.55,5.4,,,5.35,
,5.35,6.35,,5.05,,
,4.9,,,,,
,,,,,5.46,
,4.75,4.55,,,5.85,
,4.95,,,,,
,,,,5.07,,
,,5.7,,,,
,4.85,,,4.8,4.85,
,,5.5,,5.4,5.2,
,5.0,4.8,,,5.0,
,6.27,,,,,
,,,,,4.11,
,,5.82,,4.92,,
,,5.8,,,,
,5.4,,,,,
,4.6,,,4.85,4.55,
,5.3,4.85,,4.5,5.0,
,4.9,5.7,,5.6,,
,,,,5.6,,
,,,5.96,,,
,,5.35,,,5.5,
,4.6,,,,,
,,5.6,,,4.95,
,,,,4.4,,
,,,5.2,,,
,,,,,4.5,
,6.0,6.0,,5.15,5.55,
,5.85,6.45,,,6.1,
,4.6,4.5,,5.0,,
,6.3,,,5.06,4.56,
,,6.01,,,,
,4.8,5.4,,6.8,5.2,
,4.6,5.4,,,,
,5.599999999999999,6.2,,,,
,4.7,6.15,,,,
,6.775,,,,,
,5.95,5.4,,4.7,5.55,
,4.37,,,5.55,5.04,
,6.2,4.85,,4.55,4.95,
,4.7,,,,,
,4.8,,,,4.85,
,,,,,5.52,
,5.2,4.9,,4.95,7.35,
,,,,,4.85,
,5.3,,,4.95,4.45,
,,5.9,,4.95,4.7,
,4.6,5.4,,,6.05,
,,,,,7.7,
,5.3,5.1,,5.82,5.1,
,4.85,,,,4.5,
,5.599999999999999,5.2,,4.8,,
,7.0,,,,,
,,,,,4.75,
,5.35,,,,,
,6.2,6.1,,5.1,,
,5.4,4.8,,5.45,4.9,
,,5.8,,,,
,4.85,,,4.8,,
,,,,,,5.8
,5.45,,,5.0,,
,5.7,,,,,
,,,,,,6.08
,7.52,,,,,
,,,,,4.3,
,,,,4.7,,
,,,,5.85,,
,,,,,5.0,
,8.493333333333334,7.1,,7.0,,
,5.1,4.8,,,4.9,
,,4.8,,,4.9,
,5.1,4.7,,4.7,,
,5.4,4.4,,,7.7,
,,6.85,,,5.0,
,,,,5.3,7.285,
,,4.6,,,4.5,
,5.66,,,,,
,,,,,5.3,
,5.400000000000001,,,,,
,5.4,,,,4.75,
,,,5.6,,,
,5.15,,,5.51,,
,6.0,,,,,
,,4.8,,4.65,,
,,,,5.82,,
,5.1,6.2,,4.9,4.4,
,4.93,,,,,
,5.22,,,,,
,6.695,,,,,
,,,,5.6,,
,5.7,4.8,,,5.8,
,4.85,,,,,
,,4.4,,,,
,,,,,,5.8
,5.5,5.9,,5.4,5.5,
,,6.1,,,4.95,
,,4.95,,,,
,,,,5.0,,
,5.5649999999999995,5.21,,,4.85,
,4.9,4.7,,4.7,4.4,
,,6.85,,,,
,4.9,4.85,,,,
,,5.4,,,,
,4.1,4.17,,4.41,4.89,
,,5.3,,4.45,6.6,
,4.6,5.7,,,5.15,
,5.1,,,,,
,4.6,4.4,,,,
,4.96,6.37,,5.11,,
,4.9,4.7,,4.9,,
,4.87,,,,,
,4.77,,4.72,5.09,,
,,6.2,,,,
,5.365,,,,6.0,
,,,,,,4.9
,4.65,,,,,
,,,,,5.3,
,6.33,,,5.5,5.07,
,4.5,,,,,
,,,,4.8,5.9,
,,4.4,,,,
,,5.35,,,,
,6.2,5.4,,5.6,5.45,
,5.1,,,,,
,4.8,,,,4.6,
,4.7,4.9,,4.8999999999999995,,
,6.3,4.85,,,4.9,
,5.59,,,,,
,,,,6.1,,
,,,,7.6,,
,4.8,5.7,,4.9,,
,5.08,,,,,
,4.7,5.3,,4.4,4.9,
,5.17,,,5.08,,
,5.0,5.4,,4.6,,
,6.82,,,,,
,4.85,,,,,
,5.1,,,,,
,5.55,,,,5.45,
,5.0,,,5.1,4.4,
,4.9,,,,,
,5.21,,,,,
,5.24,,,,7.16,
,5.52,,,,,
,4.7,,,,,
,6.16,,,5.32,,
,5.400000000000001,5.5,,5.9,,
,4.9,,,5.5,4.65,
,5.900000000000001,4.7,,4.4,,
,7.0,,,,,
,4.8100000000000005,,,,,
,4.9,6.2,,6.0,,
,,4.8,,,5.45,
,4.8,4.95,,,4.85,
,5.7,4.8,,4.9,5.2,
,,,,5.1,,
,,,,4.84,5.06,
,,,,7.0,,
,5.7,4.4,,4.7,4.9,
,4.8,4.9,,4.4,4.5,
,,,,5.11,,
,5.95,5.4,,,5.9,
,5.25,,,,,
,,,,,5.35,
,,4.9,,7.3,,
,6.3,4.9,,,5.75,
,6.24,6.1000000000000005,,,,
,5.7,5.2,,,,
,4.7,,,4.9,6.1,
,4.4,,,,,
,,,,,4.4,
,4.8,4.95,,6.7,6.05,
,5.7,5.3,,,,
,4.933333333333334,4.5,,,,
,,,,5.4,,
,,5.22,,,6.0,
,4.75,5.0,,,5.85,
,,4.6,,,4.55,
,5.54,,,,,
,4.45,6.45,,,6.6,
,,4.55,,,,
,,6.25,,,5.55,
,,6.36,,,,
,5.45,,,,5.4,
,6.35,4.7,,4.6,,
,5.6,,,,,
,4.85,4.65,,,,
,,,,,5.5,
,5.4,4.9,,4.9,6.2,
,5.0,,,,,
,,4.65,,,,
,,,8.3,,,
,9.1,,,,,
,,6.1,,,5.45,
,,,,,5.2,
,4.6,,,,,
,4.79,,,,,
,,,,,5.14,
,,,,,6.09,
,,,,,5.3,
,6.099999999999999,4.8,,4.9,6.7,
,5.400000000000001,5.5,,5.1,5.3,
,,,4.88,,,
,4.6,,,,,
,4.8,,,,,
,,,,,5.01,
,5.88,,,,,
,4.8,4.6,,,4.9,
,,5.33,,,,
,6.36,,,6.29,,
,5.599999999999999,5.3,,4.5,4.6,
,,4.8,,,,
,5.5,5.4,,,,
,,4.6,,7.8,4.6,
,,6.77,,,,
,5.26,5.09,,5.38,4.3,
,,4.9,,4.95,4.6,
,4.85,5.3,,,5.05,
,5.5,4.4,,,,
,,5.1,,,,
,,5.2,,,,
,,,5.4,,,
,,,,,4.82,
,4.4,,,,,
,,6.4,,,,
,4.51,,,,,
,4.9,,,5.1,,
,,,,4.4,4.9,
,5.5,6.2,,,5.2,
,5.1,4.9,,,5.05,
,4.9,4.9,,5.25,4.85,
,4.6,5.4,,,,
,5.1,5.5,,,,
,5.35,4.8,,4.85,5.75,
,5.3,4.5,,5.2,5.8,
,,5.1,,,,
,5.62,,,,,
,,,,,,4.55
,,,,,,5.55
,,,,4.9,,
,,,,,5.3,
,4.6,,,,,
,5.599999999999999,5.4,,,4.8,
,,,,,4.6,
,5.0,5.35,,,,
,6.01,,,,,
,4.85,5.6,,4.8,7.4,
,,5.16,,,,
,6.3,,,,,
,4.85,,,6.35,,
,,5.7,,,,
,4.83,5.77,,,4.82,
,4.5,,,,,
,5.8,,,,,
,5.95,5.7,,,4.95,
,,,,,,9.33
,5.9,,,,,
,4.7,5.5,,5.0,4.9,
,5.05,5.1,,7.25,4.4,
,5.3,,,,,
,6.3,5.4,,5.0,6.1,
,5.400000000000001,,,,,
,6.52,,,,,
,4.4,,,,,
,,4.9,,,,
,,5.1,,,,
,5.2,5.2,4.96,6.0,4.6,
,,,,5.3,,
,4.7,,,,,
,4.9,,,5.2,,
,,5.4,,,,
,,4.8,,,,
,5.65,4.85,,6.25,5.45,
,5.9,6.2,,4.45,7.25,
,,6.1,,,,
,5.4,,,,,
,5.65,,,,4.9,
,,,,4.13,,
,5.68,,,,,
,4.4,,,,,
,,,,5.14,,
,,4.65,,4.95,,
,4.6,4.8,,,,
,,5.05,,,4.8,
,4.8,,,,5.0,
,4.6,4.8,,,6.3,
,4.5,5.5,,4.55,4.75,
,5.5,,,,5.8,
,5.3,,,5.6,,
,5.5,,,4.7,,
,,,,,4.4,
,,5.5,,,,
,,,,6.3,,
,,,,7.0,,
,6.0,4.75,,,4.7,
,,4.9,,,4.5,
,5.6,,,,4.4,
,5.04,,,,,
,,,,,4.45,
,5.400000000000001,5.1,,,4.9,
,5.3,4.8,,,6.45,
,,,,,,4.98
,5.0,,,,,
,5.38,,,,,
,,7.54,,,,
,,,,,,5.76
,,,,5.14,,
,,5.6,,,,
,,,4.9,,,
,4.7,,,,,
,,6.02,,,4.82,
,,,,,6.87,
,,5.455,,,,
,,5.4,,,5.45,
,5.2,5.8,,4.9,,
,6.13,,,,,
,,,,5.3,,
,,,,,6.609999999999999,
,,,,5.25,,
,4.4,,,,,
,,,6.11,,,
,,6.0,,5.8,5.3,
,5.62,,,,,
,,4.8,,,,
,,,4.92,,,
,,6.1,,,4.4,
,5.4,5.7,,,6.8,
,4.4,,,6.03,,
,5.5,6.45,,5.15,5.6,
,4.6,6.0,,,4.9,
,4.6,,,,5.2,
,6.55,5.25,,5.3,6.4,
,,,,5.8,,
,4.9,5.4,,5.0,,
,5.5,4.6,,,5.0,
,5.05,5.25,,,5.0,
,4.55,,,,4.9,
,5.285,,,,,
,5.4,,,,,
,5.400000000000001,,,,4.9,
,,5.4,,,,
,,5.58,,,,
,,6.22,,,5.75,
,4.58,,,,7.43,
,,4.65,,,,
,4.96,,,,,
,,5.55,,4.65,,
,,,,,,4.72
,4.6,,,,,
,,5.26,,,5.11,
,4.95,4.5,,4.85,4.85,
,6.8,,,,,
,,4.9,,,,
,,5.06,,,,
,,7.22,,,,
,,,,,5.17,
,,5.47,,,,
,5.56,,,,,
,4.85,4.4,,4.85,,
,5.3,,,,,
,5.05,,,,,
,5.85,,,6.1,,
,6.05,,,,5.1,
,5.75,5.35,,,7.2,
,6.45,6.9,,6.45,7.7,
,,6.5,,4.9,4.95,
,4.51,,,,,
,4.4,6.25,,,6.4,
,5.1,5.0,,,,
,,4.9,,,,
,5.5,5.1,,4.6,5.05,
,,,,5.7,,
,,,,5.5,,
,4.9,4.9,,4.85,4.7,
,,,,,5.64,
,,,4.79,,,
,5.599999999999999,4.8,,4.7,6.0,
,5.68,,,,,
,4.52,,,,,
,4.7,6.0,,4.9,,
,4.9,5.7,,,5.5,
,,,,5.2,,
,5.5,,,5.4,5.6,
,5.0,6.2,,4.6,4.65,
,,,,4.41,,
,5.01,,,,,
,,,,,5.2,
,5.1,4.8,,4.9,,
,4.8,5.9,,5.7,4.4,
,5.2,4.7,,5.5,4.7,
,5.4,,,,,
,,,,5.5,,
,5.7,4.95,,,5.15,
,6.2,,,,5.55,
,,,,,7.55,
,5.0,,,6.12,,
,,,,5.82,,
,,5.2,,,5.35,
,,,6.82,,,
,,,,4.52,,
,5.7,6.8,,4.6,,
,,5.4,,,5.5,
,6.099999999999999,6.1,,,,
,5.0,,,,,
,,5.5,,,5.5,
,5.9,6.25,,,,
,,4.4,,4.8,6.1,
,5.82,,,,,
,4.95,6.0,,5.5,,
,,5.4,,,,
,4.52,4.52,,4.52,4.94,
,,5.05,,,6.15,
,6.1,,,,,
,4.75,4.949999999999999,,6.699999999999999,5.15,
,,5.54,,,5.02,
,,,,,4.85,
,5.2,,,5.7,,
,4.8,4.8,,4.6,5.6,
,,,,5.1,,
,,,,,5.3,
,4.733333333333333,4.7,,,5.5,
,,5.4,,,5.8,
,4.13,,,,,
,4.8,,,5.9,,
,4.85,,,,,
,,5.1,,5.1,,
,,4.5,,,4.8,
,4.9,6.3,,5.1,,
,4.79,,,,,
,4.9,5.4,,6.9,,
,,,,5.1,,
,5.6,,,,,
,5.400000000000001,,,5.5,5.3,
,5.0,4.525,5.28,5.32,4.946666666666666,
,,,,,4.8,
,4.95,4.8,,4.95,5.3,
,,,,,5.4,
,,,,5.53,4.12,
,,4.4,,,,
,6.0,,,,,
,5.0,,,,,
,4.5,,,,,
,4.85,4.55,,,5.05,
,5.7,,,,5.45,
,4.7,,,,4.8,
,4.9,,,,,
,,,,,5.05,
,5.1,,,,,
,,,,5.3,,
,5.599999999999999,4.5,,8.2,4.6,
,4.8,,,,,
,4.6,,,,,
,5.1,4.9,,,4.6,
,,,6.41,,,
,,4.82,,,,
,,4.3,,,,
,4.8,6.3,,,4.6,
,4.5,6.3,,,5.45,
,6.8,,,,,
,4.85,6.7,,,5.6,
,6.0,4.4,,,4.7,
,,,,5.385,,
,5.7,5.3,,4.7,6.3,
,4.6,5.9,,,,
,5.7,4.75,,4.85,8.25,
,,,,5.28,,
,5.400000000000001,,,4.5,,
,,5.3,,,,
,6.58,4.7,,4.7,5.89,
,,4.9,,,4.85,
,5.599999999999999,6.6,,6.9,5.8,
,5.5,5.65,,,4.9,
,,,,,5.65,
,5.5,,,4.8,4.95,
,4.8,4.6,5.551666666666667,6.1,5.1,
,4.4,,,4.4,4.47,
,,,,,5.3,
,4.8,,,5.0,,
,5.3,6.7,,4.7,,
,5.400000000000001,,,,4.7,
,5.0,5.0,,,,
,5.4,,,,5.65,
,,,,,5.9,
,5.1,6.0,,,4.9,
,4.5,,,4.65,4.95,
,,5.7,,,,
,4.7,,,,,
,5.3999999999999995,,,,,
,,,,,6.12,
,,,,5.75,,
,,,4.52,,,
,5.4,,,,5.05,
,,6.3,,,,
,5.0,4.4,,5.01,4.41,
,7.4,4.19,,,5.39,
,4.9,,,,,
,5.05,5.6,,6.4,,
,5.45,6.15,,5.15,5.9,
,,,,5.43,,
,,,,4.913333333333333,,
,4.5,,,,4.6,
,5.4,,,,,
,4.6,,,,,
,5.0,,,,5.0,
,5.599999999999999,4.9,,,6.2,
,4.6075,5.7,4.52,,,
,,4.7,,,4.8,
,,,,,5.0,
,4.75,,,,4.5,
,4.64,,,,,
,4.75,7.15,,4.95,5.05,
,6.85,,,,,
,,6.0,,,,
,5.72,,,,,
,,,,5.22,,
,5.8,,,,,
,,,,,5.3,
,,4.5,,5.4,,
,,5.45,,,5.0,
,4.3,5.63,,5.31,4.3,
,4.7,,,,,
,4.9,5.75,,6.05,5.7,
,4.85,4.9,,,5.05,
,4.96,,,,,
,5.5,5.5,,,5.5,
,,5.1,,,,
,4.7,,,,,
,,5.95,,,4.6,
,5.400000000000001,5.4,,,,
,,,,4.25,4.32,
,,,,,5.77,
,5.400000000000001,5.5,,,,
,4.6,4.9,,,,
,,4.6,,,,
,6.25,,,,6.05,
,4.92,,,,,
,6.3,,,,,
,,,,,,4.8
,,,5.16,,,
,5.400000000000001,5.4,,5.1,5.4,
,,,,5.5,,
,4.8,5.6,,4.7,8.3,
,5.26,,,,,
,,4.6,,,,
,4.9,5.2,,,4.7,
,5.54,,,,,
,4.4,,,,,
,4.7,,,4.8,,
,4.9,5.8,,,,
,,,,4.44,,
,4.8,,,,,
,,5.0,,,,
,,,5.68,,5.29,
,,,,5.48,,
,4.75,4.55,,,5.050000000000001,
,4.7,,,,,
,5.5,5.7,,,4.7,
,,6.1,,,,
,4.5,,,5.7,,
,8.4,,,,,
,,,,5.4,,
,5.4,,,,,
,6.75,6.05,,,5.8,
,5.0,,,5.0,,
,4.85,4.55,,,4.4,
,,6.2,,,5.5,
,,,,7.2,,
,6.400000000000001,6.5,,4.8,,
,,5.6,,5.7,5.95,
,4.833333333333333,5.6,,,4.4,
,,,,4.4,4.4,
,5.5,,,4.6,5.3,
,4.92,,,4.84,,
,,4.7,,,,
,6.3,,,,,
,5.08,,,,,
,,6.5,,4.95,5.6,
,6.5,7.0,,4.9,,
,,,,,4.6,
,7.1,,,,,
,,,,7.77,,
,4.9,,,,,
,,,,4.89,,
,,,,6.0,,
,,,,5.92,,
,5.15,4.8,,4.5,5.0,
,,,,5.1,,
,5.0,6.0,,4.6,,
,4.45,,,,4.8,
,5.7,,,,,
,,,,,,5.44
,,6.2,,5.5,,
,,5.4,,,4.85,
,4.9,5.8,,,5.1,
,4.5,5.6,,,,
,4.98,,,,,
,4.6,,,,,
,5.7,6.2,,5.0,,
,4.55,4.4,,,4.85,
,5.52,4.8,,4.9,6.05,
,,,,5.85,,
,5.31,,,,5.45,
,7.26,,,,,
,,,6.0,,5.7,
,,4.95,,,,
,4.85,4.7,,4.75,4.65,
,5.3,,,,,
,6.15,,,4.9,6.0,
,,5.1,,4.5,,
,,,,,4.89,
,5.0,4.5,,,,
,5.1,,,,,
,4.9,,,4.9,5.1,
,,,,5.41,,
,6.05,4.9,,,4.85,
,,,5.64,,,
,5.400000000000001,5.6,,,,
,,,,4.42,,
,,,,4.9,,
,,4.6,,,5.0,
,5.5,,,5.5,,
,5.5,4.8,,,,
,,5.0,,,4.85,
,,,,,4.8,
,4.84,,,,,
,,5.3,,,4.8,
,,,,6.38,,
,7.64,,,,,
,5.25,4.6,,,5.55,
,5.15,4.6,,4.7,5.55,
,6.16,,,,,
,,5.3,,,,
,4.65,5.2,,,,
,,,,,5.5,
,,5.2,,,,
,4.5,4.7,,5.1,5.2,
,,,,,5.86,
,4.55,5.4,,4.9,,
,4.01,,,,,
,4.65,4.7,,,4.85,
,4.8,5.4,,5.8,,
,5.1,,,,,
,,5.1,,,4.85,
,5.22,,,,,
,,,6.75,,,
,4.8,,,,,
,,4.8,,,5.05,
,,,6.005,,,
,,6.3,,,,
,4.55,,,,4.65,
,,4.8,,,4.8,
,4.85,5.15,,4.9,5.25,
,5.1,6.1,,4.4,,
,6.4,4.72,,6.0,5.62,
,5.400000000000001,4.8,,5.3,5.0,
,,5.3,,,,
,,,,,4.96,
,4.59,,,,4.89,
,5.1,,,,,
,4.9,5.2,,,4.95,
,,,,5.4,,
,5.1,,,,,
,5.6,5.3,,,,
,,,,,4.62,
,6.126666666666666,4.47,,,5.92,
,,,,,5.55,
,5.0,4.7,,5.0,,
,,6.4,,,,
,,,,4.5,,
,5.01,,,,,
,5.22,,,,,
,6.89,,,,,
,4.75,5.35,,,4.95,
,5.82,,,,,
,,4.4,,5.7,,
,,,,,4.4,
,4.24,,,6.0,,
,5.1,,,,,
,5.7,5.1,,5.4,5.7,
,,5.85,,5.5,,
,,5.66,,4.8,,
,5.4,,,4.55,4.85,
,,4.9,,,4.7,
,,4.8,,,4.85,
,,,,5.0,5.0,
,5.4,,,,,
,,5.2,,,5.7,
,6.1,5.3,,4.9,4.95,
,5.72,5.72,,,,
,5.85,5.45,,4.8,4.95,
,5.1,,,,,
,5.0,,,,,
,4.6,,,,,
,,,,5.0,4.4,
,,,,,5.6,
,,,4.93,,,
,,5.6,,,5.0,
,,,,4.85,6.4,
,4.6,5.65,,4.75,,
,4.19,,,,,
,4.9,4.8,,,,
,5.2,,,,,
,5.3,5.7,,,4.9,
,5.26,,,,,
,,7.53,,,,
,5.5,,,,,
,6.44,5.24,,,5.11,
,,4.4,,,4.4,
,4.9,4.6,,,,
,,,,,4.85,
,5.02,4.55,,4.72,,
,4.9,6.0,,,,
,4.95,,,,4.8,
,,,6.025,,,
,,,,5.46,,
,,,,,5.28,
,,,,5.4,,
,,,,6.3,,
,,5.1,,,,
,,,,,4.66,
,5.52,,,,,
,,,,4.85,5.62,
,4.6,,,,,
,4.605,4.0,,4.01,4.77,
,5.95,4.6,,,4.65,
,,,7.6,,,
,,,,,5.1,
,5.5,,,,,
,,,,5.22,,
,5.67,,,,,
,,7.47,,5.88,,
,,,,,6.83,
,,5.9,,,,
,5.1,5.45,,,4.95,
,5.5,4.7,,,5.0,
,5.5,,,,,
,5.599999999999999,4.6,,6.1,5.5,
,4.39,,,,,
,,5.8,,,,
,4.6454545454545455,4.933333333333334,,5.514285714285714,,
,5.2,5.95,,,5.45,
,5.35,5.0,,,5.45,
,6.099999999999999,,,5.6,4.5,
,5.400000000000001,,,,,
,5.7,6.5,,5.3,,
,,,4.66,,,
,5.75,,,,,
,,,,5.4,,
,4.6,5.4,,,,
,5.21,,,,,
,,,,,4.9,
,5.1,4.85,,,4.9,
,5.45,,,5.4,7.7,
,4.8,,,,,
,5.8,,,,4.4,
,5.900000000000001,5.9,,5.3,6.3,
,6.05,5.96,,5.22,,
,5.3,,,4.85,4.8,
,5.7,,,,,
,,,,6.7,,
,6.2,,,,,
,4.9,,,,,
,6.900000000000001,6.5,,,5.7,
,5.95,4.65,,4.8,4.85,
,4.65,4.85,,,4.95,
,4.3,4.68,,4.3,4.3,
,,4.6,,,4.6,
,6.1,,,,,
,4.9,,,,,
,4.95,5.85,,7.1,5.85,
,,4.7,,,,
,5.0,,5.6,,,
,5.8,,,,,
,5.1,,,,,
,4.85,4.9,,4.85,8.0,
,4.85,,,,5.31,
,5.0,,,,,
,4.85,4.8,,6.2,,
,,5.5,,,,
,4.85,,,,4.8,
,,5.4,,6.2,,
,5.05,4.85,,7.9,5.35,
,4.7,,,5.25,,
,5.7,,,,,
,4.77,,,,4.38,
,5.6,,,,5.05,
,4.9,,,,,
,5.599999999999999,5.4,,5.8,5.8,
,,,,,4.636666666666667,
,,,,4.4,,
,,,4.78,,,
,5.2,,,,,
,,7.81,,,,
,5.3,5.3,,,5.3,
,5.2,,6.6,5.9,,
,5.359999999999999,,,,4.92,
,5.17,,,,,
,5.9,,,,,
,5.74,,,,,
,6.0,,,,5.05,
,,5.28,,,,
,6.0,4.9,,,4.9,
,4.5,5.3,,4.5,5.7,
,4.3,,,4.48,,
,,,,,4.52,
,5.3,5.3,,,5.1,
,4.66,,,,,
,,,,,5.62,
,4.85,4.8,,5.05,,
,6.51,,,,,
,4.24,4.22,,4.55,4.4,
,5.4,,,,,
,,5.2,,,,
,4.1,,,,,
,,5.3,,4.6,4.5,
,5.0,,,,4.6,
,4.8,4.85,,,,
,4.45,,,,,
,,,,,4.6,
,4.55,4.85,,,,
,,4.5,,,,
,,6.13,,,,
,5.5,,,,5.85,
,5.8,5.9,,4.7,6.4,
,4.9,5.9,,5.0,5.9,
,4.89,,5.7,,5.16,
,,,,4.62,,
,,4.6,,5.3,,
,,4.6,,4.5,4.55,
,,,,,4.8,
,5.8,5.135,,4.49,5.98,
,5.4,,,,,
,4.24,4.67,,,6.3,
,,6.1,,,,
,5.65,,,,8.25,
,4.6,,,,4.6,
,,,6.05,,,
,,5.0,,,,
,4.55,4.9,,4.6,,
,,,,5.9,4.75,
,5.82,4.09,,4.3,4.3,
,,5.96,,4.7,,5.82
,5.95,,,5.05,5.95,
,4.9,5.35,,5.4,5.05,
,5.06,4.62,,5.48,4.4,
,4.85,5.35,,,5.0,
,4.9,5.0,,5.0,,
,5.2,4.8,,4.4,4.6,
,,,,,4.8,
,4.75,4.85,,,,
,4.7,5.65,,4.6,5.6,
,,,,4.8,,
,4.89,,,5.09,5.34,
,5.52,,,4.92,4.82,
,4.72,4.995,,5.024,4.5600000000000005,
,,7.17,,,,
,4.65,4.9,,,,
,5.65,,,,,
,,4.8,,,4.75,
,4.8,4.6,,,,
,6.0,5.15,,4.85,4.65,
,,4.65,,,4.9,
,,,,,,5.15
,5.2,,,,,
,,5.2,,,4.75,
,,,,,5.16,
,,4.8,,5.4,,
,,6.93,,,,
,6.16,,,,,
,6.8,4.9,,4.7,6.0,
,4.55,5.6,,,,
,4.55,5.4,,4.5,,
,4.6,4.85,,,5.95,
,4.8,4.6,,,4.9,
,4.55,5.55,,5.25,5.05,
,5.11,,,,,
,4.8,,,4.8,,
,5.322,4.65,,5.333333333333333,,
,,5.8,,,5.5,
,6.3,,,,,
,,5.9,,,,
,4.5,,,,,
,4.9,,,,,
,5.92,,,,,
,,5.1,,,5.5,
,,,,5.4,,
,,,,4.8,4.8,
,,4.75,,,,
,4.8,,,5.6,,
,,6.3,,4.22,,
,4.8,,,,,
,4.9,,,,,
,4.5,,,,,
,,,6.15,,,
,6.0,,,,5.0,
,5.24,,,,,
,5.35,,,,5.45,
,5.65,5.6,,4.55,,
,4.5,,,5.3,,
,5.4,,,,,
,5.1,4.65,,,4.9,
,5.06,,,,,
,5.400000000000001,5.1,,5.0,5.9,
,5.295,,,,,
,,6.05,,,,
,,5.15,,,5.15,
,,5.35,,,,
,,5.12,,,,
,5.0,,,,,
,,,,4.7,4.99,
,4.85,5.7,,,,
,,,,5.41,,
,,4.55,,,,
,,6.8,,,,
,4.75,,,,5.0,
,5.5,4.9,,,,
,5.96,4.97,,5.63,4.49,
,4.85,4.7,,,5.85,
,6.21,,,,6.18,
,5.4,,,,6.25,
,,,,4.9,,
,6.05,,,,7.1,
,,,,,,6.64
,,,,5.1,,
,5.8,4.5,,4.55,5.4,
,6.05,,,,4.8,
,,,,4.0,,
,,,,,6.95,
,5.65,4.7,,4.75,5.4,
,5.5,,,,,
,5.0,5.2,,,5.4,
