OPENADMET_LOGAC50_cyp2j2,OPENADMET_LOGAC50_cyp3a4,OPENADMET_LOGAC50_cyp1a2,OPENADMET_LOGAC50_pxr,OPENADMET_LOGAC50_cyp2d6,OPENADMET_LOGAC50_cyp2c9,OPENADMET_LOGAC50_ahr
,4.8,4.95,,,,
,5.3,6.8,,5.6,,
,,,,,,5.83
,4.8,,,5.0,,
,,5.15,,,5.1,
,,,6.32,,,
,6.52,,,5.38,,
,4.6,,,,5.1,
,,,5.46,,,
,,,,4.7,,
,5.08,,,,,
,5.1,4.9,,,,
,6.0,,,,5.5,
,,6.93,,,,
,4.9,5.85,,,4.75,
,5.24,,,,,
,,5.8,,,4.95,
,,4.75,,4.75,,
,6.92,,,6.1,4.81,
,5.0,5.1,,,4.4,
,4.5,5.0,,,,
,,,,,4.4,
,5.9350000000000005,,,,,
,,4.89,,,,
,5.55,,,,6.1,
,,,,,,5.73
,4.7,,,,4.4,
,,5.6,,,,
,5.45,5.7,,4.8,5.1,
,5.6,5.65,,,,
,,,,,5.55,
,5.3,,,,5.5,
,7.01,,,,,
,5.3,5.0,,4.7,6.0,
,4.6,4.5,,4.8,,
,,5.35,,,4.95,
,5.33,,,,6.39,
,5.79,,,6.1,6.03,
,7.0,,,,,
,4.8,,,4.5,6.4,
,4.4,4.7,,,,
,,,,,4.05,
,4.46,4.21,,,4.82,
,5.4,,,,4.9,
,4.733333333333333,,,,,
,4.31,,,,,
,5.5,,,,5.7,
,4.7,,,,,
,,4.9,,,,
,4.9,5.9,,,5.0,
,,,,4.65,,
,6.1,5.7,,,,
,,5.1,,5.5,,
,,,,4.8,,
,,,,,4.9,
,,,,,,5.94
,4.85,4.9,,,,
,5.5,4.9,,6.4,5.0,
,4.8,5.9,,4.8,,
,,,,,4.03,
,,7.75,,,,
,5.78,,,,,
,4.85,,,,5.35,
,,,,5.8,,
,,4.9,,,,
,5.8149999999999995,,,,,
,,4.6,,,,
,5.1,4.8,,5.1,4.5,
,6.11,,,5.64,,
,,4.7,,5.0,,
,,5.7,,,5.0,
,4.9,,5.15,,,
,4.4,,,,,
,4.7,,,,,
,,,,5.82,,
,,6.22,,,,
,5.599999999999999,7.1,,,5.8,
,5.5,,,5.2,,
,4.7,,,,,
,,5.9,,,,
,,,,5.6,,
,,6.2,,,,
,6.6,,,,,
,4.6,,,,5.0,
,4.95,,,,,
,5.85,,,4.0,,
,4.6,5.2,,6.3,,
,4.8,4.85,,,4.45,
,9.01,,,,8.57,
,4.3,,,,,
,5.1,4.8,,4.55,4.9,
,5.5,,,,,
,,,,5.32,,
,4.85,,,,,
,6.1,,,,,
,,,,5.59,,
,,,4.72,,,
,4.7,,,,,
,5.3,5.3,,5.3,5.3,
,4.82,,,,4.77,
,4.85,4.7,,,4.9,
,,,,4.7,,
,,,,5.23,,
,,,,8.1,,
,,,,4.8,,
,5.08,,,,,
,,4.9,,,4.6,
,,6.52,,,,
,6.16,,,,,
,5.400000000000001,,,5.4,5.7,
,4.9,7.0,,,,
,6.68,,,,,
,4.5,,,,,
,,4.7,,,,
,5.5,,,5.1,5.4,
,5.599999999999999,4.5,,,,
,,,,6.16,,
,5.15,4.8,,,,
,,,,5.75,,
,4.8,,,,,
,,,,5.0,,
,4.55,5.2,,4.85,4.8,
,,,5.245,,,
,,,,6.1,,
,4.9,,,,,
,,,,4.6,,
,4.7,6.6,,4.9,4.8,
,5.400000000000001,6.3,,4.4,,
,,5.73,,,,
,,,,4.8,,
,5.4399999999999995,,,,,
,,4.78,,,,
,4.8,,,,,
,5.33,4.1,,,6.18,
,5.92,,,,,
,6.52,,,,,
,5.1,4.9,,4.8,5.0,
,5.599999999999999,6.2,,5.1,6.1,
,4.7,4.9,,7.2,,
,,5.3,,6.9,,
,,4.8,,,,
,6.1,5.5,,5.4,,
,,4.9,,,,
,4.9,4.8,,,,
,,7.25,,,,
,4.5,5.6,,,5.0,
,4.83,,,4.68,,
,,,,,4.85,
,,7.2,,6.1,6.45,
,,5.3,,4.4,,
,5.5,,,,,
,,5.3,,,,
,,,,5.5,,
,6.55,4.9,,,5.55,
,5.935,,,4.76,,
,5.7,6.85,,5.15,5.0,
,4.8,4.8,,,,
,,,,,4.09,
,5.05,5.15,,,4.9,
,4.85,,,,,
,5.5,5.3,,,,
,5.0,5.3,,5.8,,
,5.3,5.3,,5.0,,
,,,8.625,,,
,4.7,4.6,,,4.5,
,4.7,5.85,,,5.3,
,,4.8,,4.8,,
,4.94,,,,,
,4.9,,,,,
,5.900000000000001,4.8,,5.9,,
,,,,6.32,,
,,5.4,,,,
,6.3,,,,,
,5.7,4.7,,,4.7,
,,,5.52,,,
,4.8,,,,,
,,5.553333333333334,,,5.446666666666666,
,,,,6.5,,
,4.45,,,,6.05,
,,,5.21,,,
,,6.05,,,,
,5.4,,,,,
,5.3,,,,,
,,5.8,,4.45,5.75,
,5.05,,,,6.05,
,5.3,5.1,,,4.6,
,4.64,,,4.9,,
,5.5,,,5.4,,
,,4.9,,,,
,,,5.14,,,
,4.6,6.0,,,4.65,
,4.7,,,5.3,,
,,5.0,,5.7,,
,6.96,,,,,
,,,,6.0,,
,5.8,,,,4.55,
,5.5,,,,5.45,
,5.3,5.5,,7.166666666666667,,
,5.82,,,,4.7,
,4.85,,,,,
,5.66,,,,,
,,5.5,,,5.85,
,5.8,5.5,,,5.8,
,5.8,6.3,,5.2,6.2,
,4.4,4.8,,,5.65,
,4.64,,,,4.29,
,4.6,4.8,,5.85,,
,6.0,,,,,
,4.67,,,4.635,5.455,
,,6.16,,,,
,,5.45,,5.05,5.4,
,,5.5,,5.6,5.4,
,6.3,,,,,
,5.5,,,,,
,,,,6.109999999999999,,
,4.8,5.2,,4.6,4.85,
,,4.9,,,,
,4.8,5.3,,,5.9,
,,,,4.7,5.1,
,5.2,,,,,
,4.9,4.6,,4.8,,
,5.0,5.1,,4.4,,
,6.56,,,,,
,,,,,5.7,
,,,,5.24,,
,5.43,5.33,,,,
,,5.4,,5.7,5.3,
,,5.51,,,4.61,
,4.8,4.5,,4.5,,
,5.5,,,,,
,5.35,,,5.4,4.8,
,4.5,,,,,
,4.9,5.55,,5.1,5.35,
,,,,,6.1,
,5.97,,,,,
,5.45,,,6.92,6.06,
,5.2,4.9,,4.55,5.65,
,4.77,,,,,
,5.33,,,,,
,,4.8,,4.4,,
,4.75,5.65,,,4.95,
,,,4.9,,,
,4.6,6.2,,4.7,5.166666666666667,
,,,6.29,,,
,5.425000000000001,,,,,
,4.6,,,,,
,4.6,,,,,
,5.5,,,5.5,,
,4.46,,,,,
,4.96,,,,,
,,6.15,,,4.75,
,7.17,,,,,
,4.55,,,,4.39,
,5.2,,,,,
,5.82,,,,,
,6.05,,,,,
,4.6,,,,4.9,
,4.7,5.5,,,7.8,
,4.5,4.75,,5.0,,
,6.099999999999999,,,,,
,,4.95,,,5.1,
,4.85,4.7,,4.55,5.25,
,4.85,4.9,,,4.55,
,5.400000000000001,,,,,
,5.599999999999999,5.1,,,5.5,
,4.8,,,5.4,,
,5.05,,,4.72,5.52,
,4.9,5.5,,,,
,,,4.13,,,
,5.37,,,5.21,,
,6.099999999999999,5.6,,4.8,,
,5.35,5.0,,,,
,5.66,,,,,
,4.4,,,,,
,4.6,,,,,
,4.85,,,4.95,4.9,
,,4.8,,,,
,,5.55,,,4.7,
,5.3,4.8,,,6.4,
,,,,6.52,,
,5.1,,,,,
,5.15,,,,,
,,5.2,,5.5,,
,,,,5.64,5.51,
,6.3,4.8,,4.7,,
,4.65,5.6,,4.8,5.25,
,,6.385714285714286,,5.2092307692307696,4.9,
,5.0,5.2,,4.6,,
,5.05,,,6.05,,
,,5.56,,,,
,,,,5.5,,
,5.8,6.5,,4.7,,
,5.3,5.4,,5.8,,
,5.3,4.7,,,,
,5.4,,,,,
,,5.35,,,4.55,
,5.3,5.5,,4.75,5.3,
,4.9,,,,4.4,
,5.31,,,,,
,6.44,,,,,
,4.75,,,,,
,4.7,,,,,
,,,,5.77,,
,,,,,5.13,
,,,,6.16,,
,5.74,,,,,
,4.9,,,,,
,,4.95,,,,
,4.89,,,,,
,,,,4.75,5.89,
,6.65,,,,,
,5.8,6.0,,5.1,4.8999999999999995,
,5.2,,,,,
,,,,5.52,,
,6.099999999999999,6.1,,7.8,8.1,
,4.5,4.8,,,4.5,
,5.400000000000001,6.0,,5.6,5.5,
,4.9,,,,,
,4.5,4.8,,7.4,,
,,4.65,,,,
,,,,,5.72,
,,,,,5.1933333333333325,
,5.0,4.9,,,,
,4.4,,,,,
,4.85,5.8,,,5.15,
,5.3,,,,4.95,
,5.2,5.7,,4.4,,
,5.8,4.6,,,4.9,
,4.9399999999999995,5.3,,,4.5,
,,4.6,,5.5,,
,,,,,4.9,
,5.3,,,4.4,,
,5.1,,,4.6,,
,5.0,5.6,5.83,,5.9,
,5.9,,,,,
,,,,,5.07,
,,,,,5.0,
,4.24,,,,,
,,6.5,,4.9,7.4,
,5.0,,,5.0,,
,4.81,,,,,
,5.8,,,,4.6,
,4.72,,,,,
,4.95,5.95,,,5.1,
,5.400000000000001,5.9,,,,
,,6.4,,,5.5,
,5.85,5.55,,,,
,4.41,,,4.46,4.52,
,,6.0,,,4.85,
,5.35,4.85,,,,
,,,,,5.52,
,4.9,,,,,
,5.5,6.5,,4.6,,
,5.3,4.4,,5.65,,
,4.7,,,,,
,,4.9,,4.5,,
,4.4,,,,4.9,
,,5.12,,,,
,,4.9,,5.7,,
,5.27,5.7,,,,
,,,,,5.55,
,,4.85,,,4.8,
,,,,,4.54,
,4.7,6.6,,,5.55,
,5.39,,,,,
,,5.5,,,,
,5.0,,,,,
,4.95,4.9,,5.15,,
,5.75,,,,,
,,5.06,,,,
,,,,,4.89,
,5.05,5.1,,,4.8,
,,,6.84,,,
,,4.85,,,4.4,
,,,,4.42,,
,5.0,5.75,,4.65,4.55,
,,,,4.8,,
4.72,,7.1,,,,
,,4.4,,,,
,5.3,,,,,
,5.7,5.3,,,,
,6.0,,,,,
6.5280000000000005,4.8,,,,5.32,
,,,,5.39,,
,5.3,4.85,,4.5,5.45,
,5.45,4.65,,,5.0,
,,5.4,,,,
,,4.8,,,4.45,
,4.55,,,,4.85,
,6.1,5.0,,,5.05,
,,4.8,,,,
,,6.4,,5.1,,
,5.8,4.7,,,5.4,
,5.3,4.8,,4.6,4.6,
,4.8,4.5,5.07,4.4,5.5,
,5.400000000000001,5.4,,5.4,,
,4.4,,,,,
,4.29,,,,4.06,
,,6.7,,,,
,6.36,5.28,,5.825,4.54,
,5.1,,,,,
,,,,4.75,4.9,
,6.4,,,6.52,,
,4.66,,,4.34,,
,,4.833333333333333,,4.7,,
,5.6,5.4,,5.5,5.1,
,,,,4.89,,
,,4.6,,,,
,,,,,5.6,
,4.8,6.3,,4.9,,
,,4.86,,,,
,4.5,,,,,
,4.9,,,,5.15,
,,,,6.16,,
,,,,,5.07,
,,5.65,,4.75,5.45,
,5.35,5.4,,,5.1,
,4.7,,,,,
,,7.0,,,,
,6.0,,,,,
,4.85,4.85,,,5.15,
,4.89,,,,,
,5.58,,,5.03,,
,,,,,4.09,
,6.1,,,,,
,4.7,5.15,,4.75,4.5,
,5.599999999999999,,,4.4,5.0,
,5.4,4.9,,,,
,,5.7,,,5.65,
,5.11,,,5.65,,
,4.25,,,,,
,4.85,,,5.45,,
,4.55,,,,,
,,5.15,,,4.75,
,,5.9,,5.9,5.5,
,,7.21,,,,
,4.9,,,,,
,4.85,,,,4.82,
,6.0,,,,,
,5.1,,,6.0,,
,,5.7,,,,
,4.9,4.6,,4.6,6.1,
,,,,,6.2,
,5.07,,,,,
,5.52,,,,,
,,,,4.6,5.2,
,5.43,,,,,
,,,,5.35,,
,5.4,,,,,
,,4.7,,,,
,4.9,,,,,
,4.75,4.6,,,,
,5.85,,,,4.95,
,,5.2,,,,
,5.0,5.65,,6.5,,
,,,,7.3,,
,,,,,4.9,
,5.06,,,,,
,5.5,4.8,,,,
,4.85,,,,,
,4.55,5.7,,6.65,4.85,
,,5.05,,,,
,5.1,5.2,,4.6,,
,,5.6,,,5.0,
,4.71,,,5.34,5.23,
,5.35,4.65,,,,
,5.54,,,,,
,6.52,,,6.18,6.67,
,,,4.82,,,
,,,,5.68,,
,,4.85,,,,
,,,5.62,,,
,5.35,5.05,,,5.0,
,,,,5.3,,
,4.6,5.25,,4.9,5.4,
,6.08,,,,6.05,
,5.2,6.7,,5.4,,
,4.8,,5.45,,,
,4.83,,,,,
,,4.8,,4.6,5.1,
,5.2,,,,,
,4.9,,,,,
,5.0,,,,,
,4.9,,,,,
,5.0,5.05,,,,
,4.8,,,7.1,,
,5.5,,,,4.4,
,4.6,,,,,
,4.7,5.2,,,5.9,
,5.1,,,,,
,,,,6.08,,
,5.6,5.85,,5.1,4.95,
,4.7,6.1,,,4.95,
,4.85,,,4.65,5.55,
,,,,6.19,,
,,,,,4.5,
,6.1,,,,,
,5.0,5.6,,4.7,,
,,5.1,,,5.05,
,4.7,4.9,,,5.05,
,,6.25,,,5.8,
,,,,,7.14,
,6.0,,,,,
,5.85,,,7.65,4.95,
,,6.74,,,,
,4.9,,,4.85,5.2,
,,,,,4.85,
,7.1,,,,6.0,
,5.4,,,,6.05,
,,,,5.8,,
,4.96,,,4.87,,
,5.4,,,,5.1,
,5.53,,,,,
,4.8,5.2,,4.9,5.25,
,,4.9,,4.5,5.2,
,5.25,5.83,,6.4,5.74,
,5.28,,,,,
,,,,5.0,,
,5.07,,,,,
,,4.4,,,,
,,,5.51,,,
,5.8,5.01,,,5.46,
,4.75,6.2,,,5.1,
,4.5,7.5,,,,
,5.033333333333334,,,5.5,,
,6.0,4.85,,5.65,4.75,
,,,6.195,,,
,4.67,4.4,,4.4,4.82,
,5.15,4.8,,,5.0,
,,,6.1850000000000005,,,
,5.72,,,,,
,,,5.7,,5.7,
,4.6,4.8,,4.9,5.8,
,,,,5.92,,
,,,,5.0,,
,4.8,4.95,,5.45,4.9,
,,4.9,,,4.85,
,,,,4.8,,
,5.0,4.8,,4.9,,
,4.6,5.3,,,5.9,
,,,5.32,,,
,5.1,,,,,
,,,,,4.62,
,4.824999999999999,,,,,
,4.75,,,,5.05,
,,5.85,,,,
,6.68,,,,,
,5.5,,,,,
,4.02,,,,6.3,
,6.099999999999999,,,4.6,5.4,
,,,,,4.9,
,7.26,,,,,
,4.65,,,5.0,,
,5.1,,,,4.9,
,6.585,,,,,
,,,5.0,,,
,5.400000000000001,6.5,,5.3,6.4,
,,5.75,,,,
,,5.8,,,,
,,4.75,,,4.85,
,6.7,5.0,,4.4,,
,4.4,,,,,
,5.5,5.2,,,,
,,,,,5.8,
,4.6,,,,,
,6.47,,,,,
,5.8,,,,4.8,
,,6.1,,,,
,5.55,,,,,
,5.765,,,4.58,,
,5.85,,,,,
,5.400000000000001,,,,5.5,
,,,5.54,,,
,,5.6,,,,
,,,,7.3,,
,4.85,,,,,
,,,5.77,,,
,,4.57,,4.0,5.15,
,,6.0,,,,
,6.0,,,,,
,,5.3,,,,
,4.5,,,,5.925,
,4.9,6.4,,4.4,,
,,,,5.5,,
,,5.55,,4.55,4.9,
,4.6,,,7.55,4.7,
,4.73,,,5.26,,
,,4.65,,,5.0,
,,,4.5,,,
,,7.24,,,,
,4.89,,,7.05,,
,,,,6.1,,
,5.1,,,,,
,4.85,4.9,,,5.05,
,5.45,5.3,,4.45,,
,4.54,5.64,,4.68,4.44,
,,,,,,5.59
,5.0,5.4,,4.9,5.0,
,5.69,6.59,,,6.65,
,5.1,,,,5.4,
,4.9,,,4.85,5.3,
,4.6,,,,,
,,4.8,,,,
,4.85,5.3,,,5.0,
,4.85,5.45,,,,
,5.24,,,,,
,4.8,7.4,,4.7,5.5,
,4.5,,,,,
,4.8,,,,,
,,6.73,,,,
,4.6,,,,,
,,4.85,,5.3,4.85,
,,,5.25,,,
,4.85,4.8,,4.8,,
,4.9,,,,4.9,
,5.5,,,,,
,5.400000000000001,6.6,,,5.5,
,7.2,6.8,,5.1,6.1,
,6.599999999999999,5.2,,,5.0,
,,,,,4.6,
,4.61,,,,,
,,,5.36,,5.47,
,4.8,5.1,,,4.5,
,5.300000000000001,6.3,,4.4,5.0,
,5.16,5.4,,4.77,5.7,
,4.84,,,,,
,,,,4.47,5.18,
,,,,6.14,,
,5.57,,,,,
,4.8,,,5.1,,
,5.4,,,,,
,,,,,5.4,
,4.55,4.55,,,4.9,
,9.4,,,,,
,5.6,,,,,
,,5.0,,4.95,5.65,
,,4.9,,,,
,4.9,4.8,,,,
,5.3,,,,,
,4.95,,,,,
,5.3,5.7,,,,
,,,,,4.85,
,6.52,,,,,
,4.97,,,,,
,,,,4.7,6.45,
,,,,5.4,,
,4.8,,,,,
,5.21,,,,5.37,
,5.9,,,,,
,5.45,5.35,,,5.15,
,5.0,4.6,,,5.7,
,,,,,,6.67
,4.9,7.2,,4.8,,
,6.36,,,,,
,4.75,5.6,,5.65,5.05,
,,5.1,,5.4,,
,,5.35,,,4.9,
,,,,4.52,,
,5.1,5.75,,,,
,4.45,4.95,,4.65,4.9,
,6.8,6.8,,4.9,6.7,
,5.14,,,,,
,4.85,5.1,,,4.4,
,6.48,,,,,
,5.8,,,,5.0,
,,4.75,,,,
,4.5,6.1,,4.7,,
,,,,4.805,,
,4.8,,,4.85,,
,4.33,,,,,
,,,,,4.2,
,6.0,,,,,
,,,,,6.6,
,,,,,7.16,
,5.1,5.1,,4.55,5.3,
,6.5,7.0,,4.9,6.4,
,,4.61,,,4.6,
,4.6,5.7,,4.8,,
,,,,,5.47,
,4.98,,,4.88,4.97,
,6.7,7.2,,,,
,5.5,6.0,,,5.85,
,,4.95,,,4.8,
,,5.1,,,,
,5.5,,,,,
,4.9,5.7,,,,
,5.6,4.55,,4.6,5.0,
,5.3,6.4,,,,
,6.89,,,,,
,6.0,,,,,
,,,,,6.77,
,,4.4,,,,
,,6.85,,,6.5,
,4.7,5.1,,4.7,,
,5.16,,,,,
,,,,5.46,,
,4.8,,,,,
,,5.5,,7.9,,
,5.85,,,,,
,5.3,,,,,
,4.8,5.0,,4.8,,
,4.8,4.8,,,,
,4.755,,,,5.38,
,4.8,5.4,,,8.25,
,,,,,6.48,
,,5.4,,,5.85,
,,,,,5.4,
,,,6.175,,,
,4.57,,,4.31,,
,4.5,4.9,,4.7,4.9,
,,,,,4.85,
,,,,,5.85,
,,,,,5.3,
,,,,,5.21,
,6.46,8.15,,6.34,7.02,
,4.41,,,,4.47,
,,4.7,,,4.85,
,,5.67,,,,
,5.3,5.2,,5.5,,
,5.5,,,4.8,5.05,
,4.65,4.6,,5.7,5.55,
,,5.7,,,5.7,
,6.4,5.4,,,,
,4.7,,,4.75,4.7,
,,,5.901666666666666,,,
,5.7,4.9,,5.0,7.5,
,4.8,5.7,,4.4,,
,5.09,4.52,,4.46,5.77,
,,,,5.1,,
,4.9,,,,,
,4.6,5.65,,5.1,5.3,
,,,,4.7,,
,,6.22,,,,
,,4.8,4.58,,,
,,,,6.82,,
,5.3,4.8,,4.8,5.0,
,5.0,,,,,
,5.400000000000001,5.6,,5.0,5.9,
,4.9,,,5.0,4.6,
,,,,,4.89,
,5.0,,,,,
,4.89,5.82,,5.14,5.14,
,4.9,,,,5.0,
,,5.7,,5.4,,
,4.95,,,,,
,4.75,,,,5.4,
,4.85,,,,4.95,
,,7.0,,,,
,5.35,,,6.16,,
,5.400000000000001,,,,4.9,
,,5.76,,,,
,5.25,,,,4.75,
,,6.3,,,,
,,5.7,,,,
,,,,,4.55,
,5.16,,,5.33,5.85,
,,,,,5.05,
,,,4.75,,,
,,,,,5.8,
,5.92,,,,,
,6.3,,,,5.1,
,,,,5.8,,
,5.05,,,4.78,5.1,
,,4.6,,,5.1,
,6.1,5.4,,5.0,5.4,
,4.5,,,,,
,,,,,5.2,
,,5.1,,,,
,,,5.44,,,
,,,7.3,,,
,,5.4,,,,
,6.3,5.4,,5.1,6.2,
,,,,,4.85,
,5.28,,,,,
,4.48,,,,4.41,
,,4.5,,,,
,4.9,,,,4.85,
,5.05,6.4,,4.65,5.0,
,,,,4.35,,
,,5.65,,,,
,,,6.16,,,
,5.5,5.9,,6.2,,
,5.17,,,,5.54,
,4.35,4.59,,6.03,4.57,
,4.68,,,,,
,4.9,,,,,
,,5.82,,,,
,6.4,,,,,
,4.75,,,,,
,4.9,5.9,,,,
,,,4.73,,,
,5.3,,,,5.1,
,,,,8.8,,
,,4.75,,,,
,5.0,5.4,,,,
,4.75,,,,,
,,,,,5.3,
,,,,4.48,,
,,5.45,,,5.9,
,,,,4.8,,
,5.05,5.5,,,6.8,
,5.1,4.7,,6.4,4.4,
,,4.6,,,,
,5.8,5.6,,,5.0,
,4.6,,,4.5,,
,5.599999999999999,4.6,,5.2,5.3,
,5.92,,,,,
,4.5,,,5.1,,
,,,,,5.21,
,,,4.66,,,
,5.85,,,5.14,,
,7.72,,,,,
,5.85,,,,,
,,,5.61,,,
,4.64,,,,,
,5.0,,,,,
,5.45,5.3,,,5.1,
,,,,5.0,,
,,,,,5.3,
,5.4,,,,,
,,,,4.75,,
,4.72,,,,,
,,5.7,,,,
,5.599999999999999,,,,,
,4.795,,,,,
,5.1,,,,,
,4.75,5.35,,5.5,,
,,5.9,,,,
,,4.75,,,5.05,
,4.5,4.75,,4.4,,
,,,,5.9,,
,,,,,5.6,
,4.85,,,4.75,,
,,4.85,,,,
,,4.72,,,,
,,,,,5.9,
,,5.5,,6.6,,
,5.4,,,,,
,4.23,,,,4.55,
,,,,,6.0,
,,,,,4.6,
,,5.05,,,4.85,
,4.7,5.2,,,,
,4.4,5.1,,,5.3,
,4.6,,4.82,,,
,4.28,,,4.7,,
,,,,4.1,,
,5.66,,,,,
,,4.85,,,4.85,
,,,5.32,,,
,5.91,,,,,
,,,,5.07,,
,,4.85,,,4.4,
,4.6,5.0,,,6.05,
,4.5,,,,,
,5.1,6.1,,4.8,5.8,
,5.1,,,,,
,6.68,,,,,
,,5.3,,,,
,,,,5.6,,
,,5.8,,,,
,4.8,4.6,,4.7,,
,,,,,4.4,
,,,6.82,,,
,4.9,,,,,
,,,,5.2,,
,4.85,4.95,,,5.85,
,,,,,5.4,
,5.0,4.0,,4.43,4.0,
,5.22,,,,,
,4.72,,,,,
,5.0,,,4.6,,
,4.4,,,,,
,4.7,5.8,,,,
,4.8,,,,,
,6.21,,,,6.16,
,4.85,,,,,
,4.5,4.7,,,4.4,
,5.22,,,,,
,5.755,,,4.95,,
,,4.28,,,,
,,,,,5.1,
,,,4.97,,,
,4.6,4.8,,5.1,,
,,5.55,,5.35,6.35,
,5.275,,,,5.34,
,5.15,7.2,,5.15,6.0,
,6.05,,,4.8,4.8,
,4.6,5.0,,,,
,5.0,,,,4.95,
,5.1,,,,,
,4.7,,,,,
,5.72,6.1,,,5.16,
,4.9,4.55,,,,
,5.7,,,,,
,5.4,,,5.4,,
,6.1,,,,,
,,,,5.550000000000001,,
,,,5.723333333333333,,,
,5.4,5.6,,4.85,5.0,
,5.3,,,,5.3,
,4.6,4.8,,,,
,5.7,,,4.8,5.05,
,,,,5.2,,
,4.65,,,,4.7,
,6.1,,,,,
,,4.85,,,6.2,
,4.71,,,,,
,6.05,,,,5.45,
,5.3,,,,,
,,7.2,,,5.2,
,5.0,4.9,,4.4,5.4,
,,,,4.46,,
,4.4,,,5.65,,
,,5.0,,7.0,,
,,5.2,,,,
,4.5,,,,,
,,6.0,,,,
,5.400000000000001,,,,,
,5.1,,,6.2,,
,5.900000000000001,4.9,,4.7,,
,,4.95,,,,
,,5.05,,,,
,4.5,4.4,,,,
,,8.82,,,,
,5.0,5.5,,,,
,5.74,4.52,,4.52,4.52,
,5.25,,,5.69,,
,4.8,6.2,,,,
,,,,,7.0,
,,4.5,,,,
,4.48,,,,,
,5.95,6.8,,6.9,6.9,
,,,,,4.4,
,5.95,5.2,,5.45,5.45,
,,4.85,,,4.85,
,6.0,6.8,,,6.2,
,,5.0,,,,
,4.26,,,,,
,6.0,4.8,,,5.2,
,5.400000000000001,5.4,,5.4,5.9,
,5.25,4.75,,4.5,5.05,
,,4.9,,4.8,4.75,
,,,,,5.7,
,5.5,,,5.2,4.85,
,4.9,,,,,
,4.43,,,4.3,4.5,
,,5.8,,5.6,5.6,
,,,,,4.5,
,,,7.53,,,
,5.15,5.55,,,5.4,
,5.7,6.8,,5.35,4.55,
,,,,,5.57,
,5.52,,,6.16,,
,6.0,6.5,,4.9,,
,5.23,,,,,
,4.8,,,,,
,,4.75,,,5.05,
,4.3,4.6,,5.11,4.6,
,4.6,,,,,
,4.7,4.866666666666667,,,,
,4.65,,,4.8,,
,5.63,,,,,
,,4.7,,,,
,,6.0,,,,
,,,,5.5,,
,,4.5,,,,
,,4.85,,,5.55,
,,,,,4.3,
,5.35,4.75,,4.6,5.6,
,4.3,,,,,
,5.0,,,,,
,4.8,4.5,,,,
,4.8,6.1,,4.7,,
,5.5,,,,5.1,
,,,,4.8,,
,4.8,,,,,
,5.9,,,4.8,,
,,,,7.1,,
,5.08,5.83,,5.69,5.47,
,4.55,,,,5.55,
,6.52,,,,,
,,,,,5.85,
,,5.1,,,,
,,5.3,,5.15,5.85,
,6.0,4.6,,4.7,5.0,
,,,,,5.2,
,,,,,,7.07
,4.8,,,6.25,4.75,
,,,,4.7,,
,4.94,,,,,
,,5.2,,4.6,,
,,,,,4.8,
,,,,,4.75,
,5.65,,,,5.2,
,5.5,5.5,,4.4,,
,,,5.36,,,
,6.56,,,,,
,4.885,,,,,
,4.65,5.15,,,4.75,
,,4.8,,4.8,,
,,,,5.12,,
,4.7,5.9,,4.6,,
,4.7,,,,,
,,5.2,,,,
,4.8,,,4.8,4.9,
,,,5.05,,,
,5.7,6.5,,,5.3,
,5.3,4.8,,4.9,4.5,
,7.4,5.4,,6.0,5.7,
,,4.65,,,,
,5.599999999999999,4.9,,4.9,,
,,4.91,,,,
,4.6,4.9,,6.6,4.85,
,4.74,,,,,
,4.95,4.9,,5.15,4.95,
,,5.6,,,,
,5.4,,,5.4,6.25,
,,5.550000000000001,,6.864,,
,4.8,,,,,
,4.5,6.0,,4.9,5.7,
,5.0,6.2,,5.6,,
,4.5,4.7,,6.5,4.7,
,5.17,,,,4.6,
,4.85,4.85,,,6.0,
,4.6,,,,,
,4.4,,,,,
,,,,5.9,,
,7.3,,,,,
,4.85,4.75,,,,
,,,,4.45,,
,4.7,5.25,,,7.35,
,,,,,5.15,
,,,,6.6,,
,4.96,,,,,
,4.405,,,5.046666666666667,5.03,
,4.8,4.9,,,4.4,
,5.8,4.9,,5.2,,
,4.41,,,,4.51,
,,6.7,,,,
,,6.05,,5.15,5.7,
,5.3,6.3,,4.6,,
,5.0,,,,,
,4.4,4.8,,,5.15,
,,4.81,,,,
,,,,,8.05,
,4.8,,,,,
,5.6,,,,,
,,,,4.85,,
,,,,5.2,,
,4.8500000000000005,6.6,,,4.5,
,5.03,,,,,
,4.75,,,,,
,5.1,5.0,,4.8,4.9,
,6.2725,,,,,
,5.45,4.75,,,4.8,
,4.8,,,,,
,,,,,5.4,
,5.55,5.85,,6.1,5.4,
,,4.7,,4.6,,
,5.45,,,5.5,5.3,
,,,,,5.2,
,5.05,,,5.0,4.4,
,4.6,,,4.4,4.4,
,5.900000000000001,6.4,,5.4,,
,4.77,,,,,
,4.8,4.8,,,,
,5.52,,,,,
,4.85,5.5,,4.95,,
,,5.3,,,,
,,,,,5.72,
,,5.75,,5.5,5.55,
,,,5.77,,,
,5.0,5.4,,7.0,,
,4.8,,,,4.8,
,4.9,6.2,,4.4,,
,,7.05,,,,
,4.8,,,,,
,5.5,6.9,,5.6,,
,6.0,5.8,,,5.05,
,,,6.22,,,
,5.599999999999999,4.7,,,,
,4.9,6.4,,,,
,4.8,5.6,,5.4,,
